"region","age","sex","2019"
"21 Gävleborg county","36 years","women",1422.0
"21 Gävleborg county","37 years","men",1509.5
"21 Gävleborg county","37 years","women",1510.0
"21 Gävleborg county","38 years","men",1550.5
"21 Gävleborg county","38 years","women",1479.5
"21 Gävleborg county","39 years","men",1606.0
"21 Gävleborg county","39 years","women",1461.5
"21 Gävleborg county","40 years","men",1544.0
"21 Gävleborg county","40 years","women",1421.0
"21 Gävleborg county","41 years","men",1399.5
"21 Gävleborg county","41 years","women",1468.0
"21 Gävleborg county","42 years","men",1504.0
"21 Gävleborg county","42 years","women",1514.0
"21 Gävleborg county","43 years","men",1512.0
"21 Gävleborg county","43 years","women",1560.0
"21 Gävleborg county","44 years","men",1701.5
"21 Gävleborg county","44 years","women",1665.0
"21 Gävleborg county","45 years","men",1752.0
"21 Gävleborg county","45 years","women",1795.5
"21 Gävleborg county","46 years","men",1782.0
"21 Gävleborg county","46 years","women",1788.5
"21 Gävleborg county","47 years","men",1892.0
"21 Gävleborg county","47 years","women",1798.0
"21 Gävleborg county","48 years","men",1852.0
"21 Gävleborg county","48 years","women",1840.0
"21 Gävleborg county","49 years","men",1798.0
"21 Gävleborg county","49 years","women",1794.5
"21 Gävleborg county","50 years","men",1823.0
"21 Gävleborg county","50 years","women",1719.5
"21 Gävleborg county","51 years","men",1901.5
"21 Gävleborg county","51 years","women",1813.5
"21 Gävleborg county","52 years","men",2084.5
"21 Gävleborg county","52 years","women",2007.0
"21 Gävleborg county","53 years","men",2045.5
"21 Gävleborg county","53 years","women",1949.5
"21 Gävleborg county","54 years","men",2056.5
"21 Gävleborg county","54 years","women",1987.5
"21 Gävleborg county","55 years","men",2073.0
"21 Gävleborg county","55 years","women",1927.5
"21 Gävleborg county","56 years","men",1884.0
"21 Gävleborg county","56 years","women",1764.0
"21 Gävleborg county","57 years","men",1832.5
"21 Gävleborg county","57 years","women",1865.0
"21 Gävleborg county","58 years","men",1785.5
"21 Gävleborg county","58 years","women",1727.0
"21 Gävleborg county","59 years","men",1751.0
"21 Gävleborg county","59 years","women",1789.0
"21 Gävleborg county","60 years","men",1844.0
"21 Gävleborg county","60 years","women",1699.5
"21 Gävleborg county","61 years","men",1722.5
"21 Gävleborg county","61 years","women",1709.5
"21 Gävleborg county","62 years","men",1767.0
"21 Gävleborg county","62 years","women",1777.0
"21 Gävleborg county","63 years","men",1779.0
"21 Gävleborg county","63 years","women",1817.5
"21 Gävleborg county","64 years","men",1787.5
"21 Gävleborg county","64 years","women",1770.0
"21 Gävleborg county","65 years","men",1792.0
"21 Gävleborg county","65 years","women",1795.5
"21 Gävleborg county","66 years","men",1860.5
"21 Gävleborg county","66 years","women",1790.0
"21 Gävleborg county","67 years","men",1751.0
"21 Gävleborg county","67 years","women",1773.0
"21 Gävleborg county","68 years","men",1735.0
"21 Gävleborg county","68 years","women",1735.0
"21 Gävleborg county","69 years","men",1852.5
"21 Gävleborg county","69 years","women",1772.0
"21 Gävleborg county","70 years","men",1922.0
"21 Gävleborg county","70 years","women",1907.0
"21 Gävleborg county","71 years","men",1912.5
"21 Gävleborg county","71 years","women",2009.5
"21 Gävleborg county","72 years","men",1936.0
"21 Gävleborg county","72 years","women",1956.5
"21 Gävleborg county","73 years","men",1963.5
"21 Gävleborg county","73 years","women",2033.5
"21 Gävleborg county","74 years","men",1890.0
"21 Gävleborg county","74 years","women",1965.5
"21 Gävleborg county","75 years","men",1894.5
"21 Gävleborg county","75 years","women",1854.5
"21 Gävleborg county","76 years","men",1557.5
"21 Gävleborg county","76 years","women",1605.5
"21 Gävleborg county","77 years","men",1375.0
"21 Gävleborg county","77 years","women",1480.5
"21 Gävleborg county","78 years","men",1296.0
"21 Gävleborg county","78 years","women",1344.0
"21 Gävleborg county","79 years","men",1042.5
"21 Gävleborg county","79 years","women",1155.5
"21 Gävleborg county","80 years","men",1008.5
"21 Gävleborg county","80 years","women",1189.0
"21 Gävleborg county","81 years","men",966.5
"21 Gävleborg county","81 years","women",1140.5
"21 Gävleborg county","82 years","men",844.0
"21 Gävleborg county","82 years","women",1070.5
"21 Gävleborg county","83 years","men",741.5
"21 Gävleborg county","83 years","women",964.5
"21 Gävleborg county","84 years","men",693.5
"21 Gävleborg county","84 years","women",912.0
"21 Gävleborg county","85 years","men",567.0
"21 Gävleborg county","85 years","women",791.5
"21 Gävleborg county","86 years","men",494.0
"21 Gävleborg county","86 years","women",721.0
"21 Gävleborg county","87 years","men",460.0
"21 Gävleborg county","87 years","women",682.0
"21 Gävleborg county","88 years","men",399.5
"21 Gävleborg county","88 years","women",654.5
"21 Gävleborg county","89 years","men",383.5
"21 Gävleborg county","89 years","women",524.0
"21 Gävleborg county","90 years","men",255.5
"21 Gävleborg county","90 years","women",486.0
"21 Gävleborg county","91 years","men",228.5
"21 Gävleborg county","91 years","women",409.5
"21 Gävleborg county","92 years","men",151.0
"21 Gävleborg county","92 years","women",397.5
"21 Gävleborg county","93 years","men",131.0
"21 Gävleborg county","93 years","women",274.0
"21 Gävleborg county","94 years","men",95.0
"21 Gävleborg county","94 years","women",236.0
"21 Gävleborg county","95 years","men",59.0
"21 Gävleborg county","95 years","women",167.0
"21 Gävleborg county","96 years","men",41.5
"21 Gävleborg county","96 years","women",118.5
"21 Gävleborg county","97 years","men",34.5
"21 Gävleborg county","97 years","women",87.5
"21 Gävleborg county","98 years","men",18.5
"21 Gävleborg county","98 years","women",68.0
"21 Gävleborg county","99 years","men",11.0
"21 Gävleborg county","99 years","women",47.5
"21 Gävleborg county","100+ years","men",15.5
"21 Gävleborg county","100+ years","women",40.0
"22 Västernorrland county","0 years","men",626.0
"22 Västernorrland county","0 years","women",608.5
"22 Västernorrland county","1 year","men",1338.5
"22 Västernorrland county","1 year","women",1248.5
"22 Västernorrland county","2 years","men",1310.0
"22 Västernorrland county","2 years","women",1228.0
"22 Västernorrland county","3 years","men",1399.5
"22 Västernorrland county","3 years","women",1319.5
"22 Västernorrland county","4 years","men",1405.0
"22 Västernorrland county","4 years","women",1284.0
"22 Västernorrland county","5 years","men",1368.5
"22 Västernorrland county","5 years","women",1278.5
"22 Västernorrland county","6 years","men",1336.0
"22 Västernorrland county","6 years","women",1284.0
"22 Västernorrland county","7 years","men",1383.0
"22 Västernorrland county","7 years","women",1287.5
"22 Västernorrland county","8 years","men",1385.0
"22 Västernorrland county","8 years","women",1336.0
"22 Västernorrland county","9 years","men",1415.5
"22 Västernorrland county","9 years","women",1463.0
"22 Västernorrland county","10 years","men",1445.0
"22 Västernorrland county","10 years","women",1353.5
"22 Västernorrland county","11 years","men",1492.0
"22 Västernorrland county","11 years","women",1410.0
"22 Västernorrland county","12 years","men",1426.0
"22 Västernorrland county","12 years","women",1382.5
"22 Västernorrland county","13 years","men",1449.0
"22 Västernorrland county","13 years","women",1370.0
"22 Västernorrland county","14 years","men",1417.0
"22 Västernorrland county","14 years","women",1360.0
"22 Västernorrland county","15 years","men",1501.5
"22 Västernorrland county","15 years","women",1434.0
"22 Västernorrland county","16 years","men",1429.0
"22 Västernorrland county","16 years","women",1407.5
"22 Västernorrland county","17 years","men",1444.0
"22 Västernorrland county","17 years","women",1342.0
"22 Västernorrland county","18 years","men",1429.5
"22 Västernorrland county","18 years","women",1265.5
"22 Västernorrland county","19 years","men",1399.5
"22 Västernorrland county","19 years","women",1235.5
"22 Västernorrland county","20 years","men",1536.5
"22 Västernorrland county","20 years","women",1148.0
"22 Västernorrland county","21 years","men",1297.5
"22 Västernorrland county","21 years","women",1072.0
"22 Västernorrland county","22 years","men",1289.5
"22 Västernorrland county","22 years","women",1066.0
"22 Västernorrland county","23 years","men",1272.0
"22 Västernorrland county","23 years","women",1042.5
"22 Västernorrland county","24 years","men",1330.0
"22 Västernorrland county","24 years","women",1188.0
"22 Västernorrland county","25 years","men",1460.0
"22 Västernorrland county","25 years","women",1260.0
"22 Västernorrland county","26 years","men",1463.5
"22 Västernorrland county","26 years","women",1309.5
"22 Västernorrland county","27 years","men",1588.0
"22 Västernorrland county","27 years","women",1358.0
"22 Västernorrland county","28 years","men",1681.0
"22 Västernorrland county","28 years","women",1480.5
"22 Västernorrland county","29 years","men",1693.0
"22 Västernorrland county","29 years","women",1459.5
"22 Västernorrland county","30 years","men",1640.0
"22 Västernorrland county","30 years","women",1442.5
"22 Västernorrland county","31 years","men",1547.5
"22 Västernorrland county","31 years","women",1424.5
"22 Västernorrland county","32 years","men",1437.0
"22 Västernorrland county","32 years","women",1412.5
"22 Västernorrland county","33 years","men",1400.0
"22 Västernorrland county","33 years","women",1343.0
"22 Västernorrland county","34 years","men",1462.5
"22 Västernorrland county","34 years","women",1323.0
"22 Västernorrland county","35 years","men",1425.0
"22 Västernorrland county","35 years","women",1232.5
"22 Västernorrland county","36 years","men",1303.0
"22 Västernorrland county","36 years","women",1237.0
"22 Västernorrland county","37 years","men",1361.5
"22 Västernorrland county","37 years","women",1274.5
"22 Västernorrland county","38 years","men",1330.0
"22 Västernorrland county","38 years","women",1270.5
"22 Västernorrland county","39 years","men",1441.5
"22 Västernorrland county","39 years","women",1374.5
"22 Västernorrland county","40 years","men",1336.5
"22 Västernorrland county","40 years","women",1352.5
"22 Västernorrland county","41 years","men",1341.0
"22 Västernorrland county","41 years","women",1319.5
"22 Västernorrland county","42 years","men",1453.0
"22 Västernorrland county","42 years","women",1352.0
"22 Västernorrland county","43 years","men",1368.0
"22 Västernorrland county","43 years","women",1385.5
"22 Västernorrland county","44 years","men",1495.5
"22 Västernorrland county","44 years","women",1454.0
"22 Västernorrland county","45 years","men",1531.0
"22 Västernorrland county","45 years","women",1524.5
"22 Västernorrland county","46 years","men",1524.0
"22 Västernorrland county","46 years","women",1525.0
"22 Västernorrland county","47 years","men",1536.0
"22 Västernorrland county","47 years","women",1563.0
"22 Västernorrland county","48 years","men",1575.0
"22 Västernorrland county","48 years","women",1524.0
"22 Västernorrland county","49 years","men",1567.5
"22 Västernorrland county","49 years","women",1571.5
"22 Västernorrland county","50 years","men",1589.0
"22 Västernorrland county","50 years","women",1535.0
"22 Västernorrland county","51 years","men",1644.0
"22 Västernorrland county","51 years","women",1579.0
"22 Västernorrland county","52 years","men",1811.0
"22 Västernorrland county","52 years","women",1696.5
"22 Västernorrland county","53 years","men",1754.0
"22 Västernorrland county","53 years","women",1724.5
"22 Västernorrland county","54 years","men",1794.5
"22 Västernorrland county","54 years","women",1663.0
"22 Västernorrland county","55 years","men",1733.5
"22 Västernorrland county","55 years","women",1639.5
"22 Västernorrland county","56 years","men",1594.0
"22 Västernorrland county","56 years","women",1550.0
"22 Västernorrland county","57 years","men",1493.0
"22 Västernorrland county","57 years","women",1436.0
"22 Västernorrland county","58 years","men",1443.0
"22 Västernorrland county","58 years","women",1419.5
"22 Västernorrland county","59 years","men",1445.0
"22 Västernorrland county","59 years","women",1464.5
"22 Västernorrland county","60 years","men",1507.0
"22 Västernorrland county","60 years","women",1484.0
"22 Västernorrland county","61 years","men",1530.5
"22 Västernorrland county","61 years","women",1491.0
"22 Västernorrland county","62 years","men",1618.5
"22 Västernorrland county","62 years","women",1596.0
"22 Västernorrland county","63 years","men",1636.0
"22 Västernorrland county","63 years","women",1513.5
"22 Västernorrland county","64 years","men",1530.0
"22 Västernorrland county","64 years","women",1490.5
"22 Västernorrland county","65 years","men",1546.0
"22 Västernorrland county","65 years","women",1532.0
"22 Västernorrland county","66 years","men",1545.5
"22 Västernorrland county","66 years","women",1533.5
"22 Västernorrland county","67 years","men",1588.5
"22 Västernorrland county","67 years","women",1548.5
"22 Västernorrland county","68 years","men",1515.5
"22 Västernorrland county","68 years","women",1442.5
"22 Västernorrland county","69 years","men",1589.0
"22 Västernorrland county","69 years","women",1501.0
"22 Västernorrland county","70 years","men",1712.5
"22 Västernorrland county","70 years","women",1578.5
"22 Västernorrland county","71 years","men",1622.0
"22 Västernorrland county","71 years","women",1623.5
"22 Västernorrland county","72 years","men",1531.5
"22 Västernorrland county","72 years","women",1681.5
"22 Västernorrland county","73 years","men",1694.5
"22 Västernorrland county","73 years","women",1715.5
"22 Västernorrland county","74 years","men",1576.5
"22 Västernorrland county","74 years","women",1638.0
"22 Västernorrland county","75 years","men",1530.0
"22 Västernorrland county","75 years","women",1503.0
"22 Västernorrland county","76 years","men",1375.0
"22 Västernorrland county","76 years","women",1478.5
"22 Västernorrland county","77 years","men",1218.5
"22 Västernorrland county","77 years","women",1236.0
"22 Västernorrland county","78 years","men",1063.5
"22 Västernorrland county","78 years","women",1137.5
"22 Västernorrland county","79 years","men",891.0
"22 Västernorrland county","79 years","women",1122.0
"22 Västernorrland county","80 years","men",989.5
"22 Västernorrland county","80 years","women",1043.5
"22 Västernorrland county","81 years","men",808.5
"22 Västernorrland county","81 years","women",1001.0
"22 Västernorrland county","82 years","men",801.0
"22 Västernorrland county","82 years","women",926.5
"22 Västernorrland county","83 years","men",678.0
"22 Västernorrland county","83 years","women",816.5
"22 Västernorrland county","84 years","men",566.0
"22 Västernorrland county","84 years","women",757.0
"22 Västernorrland county","85 years","men",524.5
"22 Västernorrland county","85 years","women",761.0
"22 Västernorrland county","86 years","men",470.5
"22 Västernorrland county","86 years","women",678.0
"22 Västernorrland county","87 years","men",419.0
"22 Västernorrland county","87 years","women",642.5
"22 Västernorrland county","88 years","men",307.5
"22 Västernorrland county","88 years","women",572.0
"22 Västernorrland county","89 years","men",290.5
"22 Västernorrland county","89 years","women",514.0
"22 Västernorrland county","90 years","men",227.0
"22 Västernorrland county","90 years","women",453.5
"22 Västernorrland county","91 years","men",194.5
"22 Västernorrland county","91 years","women",361.5
"22 Västernorrland county","92 years","men",148.0
"22 Västernorrland county","92 years","women",301.5
"22 Västernorrland county","93 years","men",111.5
"22 Västernorrland county","93 years","women",225.0
"22 Västernorrland county","94 years","men",68.0
"22 Västernorrland county","94 years","women",169.0
"22 Västernorrland county","95 years","men",55.0
"22 Västernorrland county","95 years","women",162.0
"22 Västernorrland county","96 years","men",38.0
"22 Västernorrland county","96 years","women",94.0
"22 Västernorrland county","97 years","men",19.5
"22 Västernorrland county","97 years","women",68.5
"22 Västernorrland county","98 years","men",17.5
"22 Västernorrland county","98 years","women",51.5
"22 Västernorrland county","99 years","men",12.5
"22 Västernorrland county","99 years","women",38.0
"22 Västernorrland county","100+ years","men",8.0
"22 Västernorrland county","100+ years","women",58.5
"23 Jämtland county","0 years","men",358.5
"23 Jämtland county","0 years","women",325.0
"23 Jämtland county","1 year","men",710.5
"23 Jämtland county","1 year","women",704.5
"23 Jämtland county","2 years","men",806.0
"23 Jämtland county","2 years","women",697.5
"23 Jämtland county","3 years","men",756.0
"23 Jämtland county","3 years","women",682.5
"23 Jämtland county","4 years","men",794.5
"23 Jämtland county","4 years","women",706.0
"23 Jämtland county","5 years","men",755.5
"23 Jämtland county","5 years","women",708.0
"23 Jämtland county","6 years","men",741.0
"23 Jämtland county","6 years","women",670.5
"23 Jämtland county","7 years","men",715.0
"23 Jämtland county","7 years","women",715.0
"23 Jämtland county","8 years","men",771.5
"23 Jämtland county","8 years","women",733.0
"23 Jämtland county","9 years","men",825.0
"23 Jämtland county","9 years","women",757.5
"23 Jämtland county","10 years","men",761.5
"23 Jämtland county","10 years","women",735.0
"23 Jämtland county","11 years","men",782.0
"23 Jämtland county","11 years","women",744.5
"23 Jämtland county","12 years","men",747.0
"23 Jämtland county","12 years","women",756.0
"23 Jämtland county","13 years","men",765.0
"23 Jämtland county","13 years","women",736.5
"23 Jämtland county","14 years","men",729.0
"23 Jämtland county","14 years","women",714.0
"23 Jämtland county","15 years","men",758.0
"23 Jämtland county","15 years","women",718.5
"23 Jämtland county","16 years","men",725.5
"23 Jämtland county","16 years","women",713.5
"23 Jämtland county","17 years","men",713.0
"23 Jämtland county","17 years","women",653.0
"23 Jämtland county","18 years","men",682.0
"23 Jämtland county","18 years","women",652.5
"23 Jämtland county","19 years","men",726.5
"23 Jämtland county","19 years","women",609.0
"23 Jämtland county","20 years","men",807.0
"23 Jämtland county","20 years","women",628.0
"23 Jämtland county","21 years","men",712.0
"23 Jämtland county","21 years","women",591.5
"23 Jämtland county","22 years","men",715.5
"23 Jämtland county","22 years","women",637.5
"23 Jämtland county","23 years","men",708.0
"23 Jämtland county","23 years","women",610.5
"23 Jämtland county","24 years","men",749.5
"23 Jämtland county","24 years","women",731.0
"23 Jämtland county","25 years","men",818.5
"23 Jämtland county","25 years","women",716.5
"23 Jämtland county","26 years","men",874.5
"23 Jämtland county","26 years","women",781.5
"23 Jämtland county","27 years","men",924.0
"23 Jämtland county","27 years","women",773.5
"23 Jämtland county","28 years","men",884.5
"23 Jämtland county","28 years","women",873.0
"23 Jämtland county","29 years","men",991.0
"23 Jämtland county","29 years","women",889.0
"23 Jämtland county","30 years","men",915.0
"23 Jämtland county","30 years","women",798.5
"23 Jämtland county","31 years","men",892.5
"23 Jämtland county","31 years","women",792.0
"23 Jämtland county","32 years","men",776.0
"23 Jämtland county","32 years","women",788.5
"23 Jämtland county","33 years","men",830.5
"23 Jämtland county","33 years","women",789.0
"23 Jämtland county","34 years","men",805.5
"23 Jämtland county","34 years","women",738.0
"23 Jämtland county","35 years","men",779.0
"23 Jämtland county","35 years","women",736.0
"23 Jämtland county","36 years","men",705.5
"23 Jämtland county","36 years","women",717.5
"23 Jämtland county","37 years","men",763.5
"23 Jämtland county","37 years","women",671.5
"23 Jämtland county","38 years","men",753.5
"23 Jämtland county","38 years","women",684.0
"23 Jämtland county","39 years","men",735.5
"23 Jämtland county","39 years","women",691.5
"23 Jämtland county","40 years","men",740.0
"23 Jämtland county","40 years","women",737.5
"23 Jämtland county","41 years","men",742.0
"23 Jämtland county","41 years","women",694.0
"23 Jämtland county","42 years","men",725.0
"23 Jämtland county","42 years","women",683.5
"23 Jämtland county","43 years","men",707.0
"23 Jämtland county","43 years","women",718.5
"23 Jämtland county","44 years","men",770.5
"23 Jämtland county","44 years","women",765.5
"23 Jämtland county","45 years","men",868.5
"23 Jämtland county","45 years","women",839.0
"23 Jämtland county","46 years","men",853.5
"23 Jämtland county","46 years","women",717.0
"23 Jämtland county","47 years","men",826.0
"23 Jämtland county","47 years","women",787.5
"23 Jämtland county","48 years","men",798.0
"23 Jämtland county","48 years","women",814.5
"23 Jämtland county","49 years","men",754.0
"23 Jämtland county","49 years","women",760.5
"23 Jämtland county","50 years","men",752.5
"23 Jämtland county","50 years","women",736.5
"23 Jämtland county","51 years","men",833.5
"23 Jämtland county","51 years","women",766.5
"23 Jämtland county","52 years","men",904.5
"23 Jämtland county","52 years","women",872.5
"23 Jämtland county","53 years","men",931.0
"23 Jämtland county","53 years","women",868.5
"23 Jämtland county","54 years","men",914.5
"23 Jämtland county","54 years","women",892.5
"23 Jämtland county","55 years","men",895.5
"23 Jämtland county","55 years","women",921.0
"23 Jämtland county","56 years","men",853.0
"23 Jämtland county","56 years","women",778.0
"23 Jämtland county","57 years","men",790.0
"23 Jämtland county","57 years","women",785.5
"23 Jämtland county","58 years","men",770.5
"23 Jämtland county","58 years","women",746.5
"23 Jämtland county","59 years","men",762.0
"23 Jämtland county","59 years","women",772.0
"23 Jämtland county","60 years","men",774.0
"23 Jämtland county","60 years","women",833.0
"23 Jämtland county","61 years","men",824.5
"23 Jämtland county","61 years","women",780.0
"23 Jämtland county","62 years","men",821.0
"23 Jämtland county","62 years","women",822.0
"23 Jämtland county","63 years","men",816.5
"23 Jämtland county","63 years","women",840.5
"23 Jämtland county","64 years","men",847.0
"23 Jämtland county","64 years","women",804.5
"23 Jämtland county","65 years","men",877.0
"23 Jämtland county","65 years","women",825.5
"23 Jämtland county","66 years","men",838.5
"23 Jämtland county","66 years","women",800.0
"23 Jämtland county","67 years","men",869.5
"23 Jämtland county","67 years","women",779.0
"23 Jämtland county","68 years","men",759.0
"23 Jämtland county","68 years","women",764.0
"23 Jämtland county","69 years","men",837.5
"23 Jämtland county","69 years","women",821.0
"23 Jämtland county","70 years","men",860.5
"23 Jämtland county","70 years","women",815.0
"23 Jämtland county","71 years","men",916.5
"23 Jämtland county","71 years","women",929.5
"23 Jämtland county","72 years","men",882.5
"23 Jämtland county","72 years","women",838.5
"23 Jämtland county","73 years","men",872.0
"23 Jämtland county","73 years","women",861.0
"23 Jämtland county","74 years","men",827.5
"23 Jämtland county","74 years","women",817.0
"23 Jämtland county","75 years","men",774.5
"23 Jämtland county","75 years","women",777.0
"23 Jämtland county","76 years","men",740.5
"23 Jämtland county","76 years","women",704.5
"23 Jämtland county","77 years","men",656.0
"23 Jämtland county","77 years","women",614.0
"23 Jämtland county","78 years","men",511.5
"23 Jämtland county","78 years","women",559.0
"23 Jämtland county","79 years","men",450.0
"23 Jämtland county","79 years","women",514.0
"23 Jämtland county","80 years","men",448.0
"23 Jämtland county","80 years","women",584.5
"23 Jämtland county","81 years","men",400.0
"23 Jämtland county","81 years","women",458.5
"23 Jämtland county","82 years","men",378.0
"23 Jämtland county","82 years","women",435.0
"23 Jämtland county","83 years","men",334.5
"23 Jämtland county","83 years","women",410.0
"23 Jämtland county","84 years","men",322.5
"23 Jämtland county","84 years","women",386.5
"23 Jämtland county","85 years","men",259.0
"23 Jämtland county","85 years","women",362.5
"23 Jämtland county","86 years","men",221.5
"23 Jämtland county","86 years","women",284.0
"23 Jämtland county","87 years","men",229.0
"23 Jämtland county","87 years","women",326.0
"23 Jämtland county","88 years","men",171.0
"23 Jämtland county","88 years","women",310.5
"23 Jämtland county","89 years","men",164.5
"23 Jämtland county","89 years","women",250.0
"23 Jämtland county","90 years","men",126.0
"23 Jämtland county","90 years","women",224.5
"23 Jämtland county","91 years","men",89.0
"23 Jämtland county","91 years","women",165.0
"23 Jämtland county","92 years","men",74.0
"23 Jämtland county","92 years","women",162.0
"23 Jämtland county","93 years","men",76.5
"23 Jämtland county","93 years","women",132.5
"23 Jämtland county","94 years","men",43.5
"23 Jämtland county","94 years","women",91.0
"23 Jämtland county","95 years","men",31.0
"23 Jämtland county","95 years","women",86.0
"23 Jämtland county","96 years","men",20.5
"23 Jämtland county","96 years","women",86.5
"23 Jämtland county","97 years","men",18.0
"23 Jämtland county","97 years","women",39.0
"23 Jämtland county","98 years","men",12.0
"23 Jämtland county","98 years","women",32.0
"23 Jämtland county","99 years","men",6.5
"23 Jämtland county","99 years","women",18.0
"23 Jämtland county","100+ years","men",7.5
"23 Jämtland county","100+ years","women",30.5
"24 Västerbotten county","0 years","men",765.5
"24 Västerbotten county","0 years","women",710.5
"24 Västerbotten county","1 year","men",1526.5
"24 Västerbotten county","1 year","women",1410.5
"24 Västerbotten county","2 years","men",1587.0
"24 Västerbotten county","2 years","women",1430.0
"24 Västerbotten county","3 years","men",1601.0
"24 Västerbotten county","3 years","women",1564.0
"24 Västerbotten county","4 years","men",1586.5
"24 Västerbotten county","4 years","women",1454.5
"24 Västerbotten county","5 years","men",1566.0
"24 Västerbotten county","5 years","women",1446.0
"24 Västerbotten county","6 years","men",1631.0
"24 Västerbotten county","6 years","women",1478.0
"24 Västerbotten county","7 years","men",1597.5
"24 Västerbotten county","7 years","women",1464.0
"24 Västerbotten county","8 years","men",1582.0
"24 Västerbotten county","8 years","women",1549.0
"24 Västerbotten county","9 years","men",1571.0
"24 Västerbotten county","9 years","women",1543.5
"24 Västerbotten county","10 years","men",1650.5
"24 Västerbotten county","10 years","women",1551.0
"24 Västerbotten county","11 years","men",1606.0
"24 Västerbotten county","11 years","women",1505.0
"24 Västerbotten county","12 years","men",1495.0
"24 Västerbotten county","12 years","women",1422.5
"24 Västerbotten county","13 years","men",1599.5
"24 Västerbotten county","13 years","women",1454.0
"24 Västerbotten county","14 years","men",1461.0
"24 Västerbotten county","14 years","women",1412.0
"24 Västerbotten county","15 years","men",1424.5
"24 Västerbotten county","15 years","women",1405.5
"24 Västerbotten county","16 years","men",1505.0
"24 Västerbotten county","16 years","women",1371.5
"24 Västerbotten county","17 years","men",1458.0
"24 Västerbotten county","17 years","women",1391.0
"24 Västerbotten county","18 years","men",1443.5
"24 Västerbotten county","18 years","women",1386.0
"24 Västerbotten county","19 years","men",1556.5
"24 Västerbotten county","19 years","women",1438.0
"24 Västerbotten county","20 years","men",1869.0
"24 Västerbotten county","20 years","women",1531.0
"24 Västerbotten county","21 years","men",1794.0
"24 Västerbotten county","21 years","women",1605.5
"24 Västerbotten county","22 years","men",1909.5
"24 Västerbotten county","22 years","women",1728.5
"24 Västerbotten county","23 years","men",1891.0
"24 Västerbotten county","23 years","women",1903.5
"24 Västerbotten county","24 years","men",2025.5
"24 Västerbotten county","24 years","women",1840.5
"24 Västerbotten county","25 years","men",2156.0
"24 Västerbotten county","25 years","women",2000.5
"24 Västerbotten county","26 years","men",2258.5
"24 Västerbotten county","26 years","women",1971.0
"24 Västerbotten county","27 years","men",2250.0
"24 Västerbotten county","27 years","women",1993.5
"24 Västerbotten county","28 years","men",2319.0
"24 Västerbotten county","28 years","women",2072.0
"24 Västerbotten county","29 years","men",2135.0
"24 Västerbotten county","29 years","women",1990.0
"24 Västerbotten county","30 years","men",2143.5
"24 Västerbotten county","30 years","women",1831.0
"24 Västerbotten county","31 years","men",1970.0
"24 Västerbotten county","31 years","women",1811.5
"24 Västerbotten county","32 years","men",1798.5
"24 Västerbotten county","32 years","women",1706.0
"24 Västerbotten county","33 years","men",1844.5
"24 Västerbotten county","33 years","women",1615.0
"24 Västerbotten county","34 years","men",1809.5
"24 Västerbotten county","34 years","women",1616.0
"24 Västerbotten county","35 years","men",1754.0
"24 Västerbotten county","35 years","women",1577.0
"24 Västerbotten county","36 years","men",1667.0
"24 Västerbotten county","36 years","women",1634.5
"24 Västerbotten county","37 years","men",1739.5
"24 Västerbotten county","37 years","women",1510.0
"24 Västerbotten county","38 years","men",1658.0
"24 Västerbotten county","38 years","women",1580.0
"24 Västerbotten county","39 years","men",1651.5
"24 Västerbotten county","39 years","women",1566.0
"24 Västerbotten county","40 years","men",1634.0
"24 Västerbotten county","40 years","women",1521.0
"24 Västerbotten county","41 years","men",1575.0
"24 Västerbotten county","41 years","women",1434.5
"24 Västerbotten county","42 years","men",1600.5
"24 Västerbotten county","42 years","women",1578.0
"24 Västerbotten county","43 years","men",1574.5
"24 Västerbotten county","43 years","women",1455.5
"24 Västerbotten county","44 years","men",1648.5
"24 Västerbotten county","44 years","women",1556.5
"24 Västerbotten county","45 years","men",1703.0
"24 Västerbotten county","45 years","women",1598.5
"24 Västerbotten county","46 years","men",1588.5
"24 Västerbotten county","46 years","women",1564.0
"24 Västerbotten county","47 years","men",1676.5
"24 Västerbotten county","47 years","women",1540.5
"24 Västerbotten county","48 years","men",1596.5
"24 Västerbotten county","48 years","women",1533.0
"24 Västerbotten county","49 years","men",1588.5
"24 Västerbotten county","49 years","women",1535.0
"24 Västerbotten county","50 years","men",1561.5
"24 Västerbotten county","50 years","women",1556.0
"24 Västerbotten county","51 years","men",1668.5
"24 Västerbotten county","51 years","women",1627.0
"24 Västerbotten county","52 years","men",1742.5
"24 Västerbotten county","52 years","women",1661.0
"24 Västerbotten county","53 years","men",1821.5
"24 Västerbotten county","53 years","women",1642.5
"24 Västerbotten county","54 years","men",1706.5
"24 Västerbotten county","54 years","women",1703.0
"24 Västerbotten county","55 years","men",1704.0
"24 Västerbotten county","55 years","women",1636.5
"24 Västerbotten county","56 years","men",1644.5
"24 Västerbotten county","56 years","women",1538.5
"24 Västerbotten county","57 years","men",1504.5
"24 Västerbotten county","57 years","women",1485.0
"24 Västerbotten county","58 years","men",1513.5
"24 Västerbotten county","58 years","women",1475.0
"24 Västerbotten county","59 years","men",1560.0
"24 Västerbotten county","59 years","women",1531.5
"24 Västerbotten county","60 years","men",1577.0
"24 Västerbotten county","60 years","women",1544.5
"24 Västerbotten county","61 years","men",1592.5
"24 Västerbotten county","61 years","women",1602.5
